Entity,Code,Year,Share of education in government expenditure (World Bank (2015)) (% Total Expenditure)
Togo,TGO,2007,18.15452
Togo,TGO,2008,19.24566
Togo,TGO,2009,19.37198
Togo,TGO,2010,19.61576
Togo,TGO,2011,18.63494
Togo,TGO,2012,17.68043
Togo,TGO,2013,17.20001
Togo,TGO,2014,19.36476
Tonga,TON,1999,22.60827
Tonga,TON,2000,22.95586
Tonga,TON,2001,19.7819
Tonga,TON,2002,15.46275
Tonga,TON,2003,18.41225
Tonga,TON,2004,18.10253
Trinidad and Tobago,TTO,1997,11.307
Trinidad and Tobago,TTO,1998,8.03995
Trinidad and Tobago,TTO,1999,9.70982
Trinidad and Tobago,TTO,2000,10.42718
Trinidad and Tobago,TTO,2001,10.42365
Trinidad and Tobago,TTO,2002,13.39844
Trinidad and Tobago,TTO,2003,13.33585
Tunisia,TUN,1997,25.95522
Tunisia,TUN,1999,24.90079
Tunisia,TUN,2000,24.59178
Tunisia,TUN,2001,24.64776
Tunisia,TUN,2002,22.88013
Tunisia,TUN,2003,27.68429
Tunisia,TUN,2004,27.83381
Tunisia,TUN,2005,26.69569
Tunisia,TUN,2006,26.86131
Tunisia,TUN,2007,26.42863
Tunisia,TUN,2008,25.25867
Tunisia,TUN,2009,25.26201
Tunisia,TUN,2010,26.07562
Tunisia,TUN,2012,21.61525
Turkey,TUR,2000,7.08241
Turkey,TUR,2001,6.60896
Turkey,TUR,2002,6.53223
Turkey,TUR,2003,7.15246
Turkey,TUR,2004,8.77593
Turkey,TUR,2006,8.54862
Turkmenistan,TKM,2012,20.79551
Uganda,UGA,2000,10.35489
Uganda,UGA,2004,20.30833
Uganda,UGA,2009,13.85372
Uganda,UGA,2010,9.38318
Uganda,UGA,2011,12.07702
Uganda,UGA,2012,12.60984
Uganda,UGA,2013,11.76472
Ukraine,UKR,1997,12.92467
Ukraine,UKR,1998,11.59928
Ukraine,UKR,1999,13.53417
Ukraine,UKR,2000,11.35897
Ukraine,UKR,2001,12.81095
Ukraine,UKR,2002,14.36096
Ukraine,UKR,2003,14.41952
Ukraine,UKR,2004,12.78175
Ukraine,UKR,2005,13.73865
Ukraine,UKR,2006,13.92323
Ukraine,UKR,2007,14.03619
Ukraine,UKR,2008,13.55571
Ukraine,UKR,2009,15.05737
Ukraine,UKR,2011,13.48432
Ukraine,UKR,2012,13.66552
Ukraine,UKR,2013,13.86764
United Arab Emirates,ARE,1997,5.02373
United Kingdom,GBR,1998,12.25563
United Kingdom,GBR,1999,11.80168
United Kingdom,GBR,2000,12.06015
United Kingdom,GBR,2001,12.29263
United Kingdom,GBR,2002,13.56549
United Kingdom,GBR,2003,13.61654
United Kingdom,GBR,2004,12.95551
United Kingdom,GBR,2005,13.18665
United Kingdom,GBR,2006,13.22107
United Kingdom,GBR,2007,13.01274
United Kingdom,GBR,2008,12.96622
United Kingdom,GBR,2009,12.60698
United Kingdom,GBR,2010,12.96037
United Kingdom,GBR,2011,12.71642
United Kingdom,GBR,2013,12.97461
United States,USA,2002,16.5502
United States,USA,2003,16.59401
United States,USA,2004,15.68447
United States,USA,2005,15.13099
United States,USA,2006,15.1779
United States,USA,2007,14.55928
United States,USA,2008,14.17161
United States,USA,2009,12.91058
United States,USA,2010,13.16852
United States,USA,2011,13.05128
Uruguay,URY,2000,8.31884
Uruguay,URY,2001,9.1999
Uruguay,URY,2002,7.71913
Uruguay,URY,2003,6.8295
Uruguay,URY,2004,8.42054
Uruguay,URY,2005,9.46483
Uruguay,URY,2006,9.89818
Uruguay,URY,2011,14.92589
Vanuatu,VUT,1998,27.4011
Vanuatu,VUT,1999,25.82178
Vanuatu,VUT,2000,27.52419
Vanuatu,VUT,2001,40.07755
Vanuatu,VUT,2002,36.40962
Vanuatu,VUT,2003,44.8018
Vanuatu,VUT,2008,21.40563
Vanuatu,VUT,2009,18.72315
Vanuatu,VUT,2014,21.82901
Venezuela,VEN,2006,9.344
Venezuela,VEN,2007,10.09005
Venezuela,VEN,2009,20.66358
Vietnam,VNM,2008,18.05421
Vietnam,VNM,2010,20.93943
Vietnam,VNM,2012,21.43734
Yemen,YEM,2000,30.48928
Yemen,YEM,2001,30.32128
Yemen,YEM,2008,12.48921
Zambia,ZMB,2000,8.35262
Zambia,ZMB,2004,10.58499
Zambia,ZMB,2005,7.72973
Zambia,ZMB,2007,6.22791
Zambia,ZMB,2008,5.6518
Zimbabwe,ZWE,2010,8.72091
